family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,feeding.mode,tl,level.tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Somniosidae,Scymnodon,ringens,S,Scymnodon ringens,24,27,bathypelagic,generalist,4.22,family,elongated,heterocercal,1.19,410,bearer,79.3,16,317,0.06,110,223
Somniosidae,Scymnodon,ringens,S,Scymnodon ringens,25,27,bathypelagic,generalist,4.22,family,elongated,heterocercal,1.19,410,bearer,79.3,16,317,0.06,110,223
Myctophidae,Electrona,risso,S,Electrona risso,25,27,bathypelagic,planktivorous,3.4,spe,fusiform,forked,1.71,0.5,non-guarder,0.5,3025,9,0.38,8,1.5
Paralepididae,Arctozenus,risso,S,Arctozenus risso,2,67,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,3,67,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,3,77,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,7,21,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,8,21,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,18,21,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,19,27,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,20,27,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.94,non-guarder,6,100000,21,0.7,29,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,21,27,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,22,27,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,24,27,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,25,27,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Paralepididae,Arctozenus,risso,S,Arctozenus risso,59,27,bathypelagic,generalist,3.22,spe,elongated,forked,2.13,1.9,non-guarder,6,100000,21,0.7,30,11
Notacanthidae,Polyacanthonotus,rissoanus,S,Polyacanthonotus rissoanus,8,21,bathydemersal,generalist,3.49,spe,eel-like,pointed,NA,1,non-guarder,NA,31000,NA,NA,60,NA
Notacanthidae,Polyacanthonotus,rissoanus,S,Polyacanthonotus rissoanus,25,27,bathydemersal,generalist,3.49,spe,eel-like,pointed,NA,1,non-guarder,NA,31000,NA,NA,60,NA
Notacanthidae,Polyacanthonotus,rissoanus,S,Polyacanthonotus rissoanus,59,27,bathydemersal,generalist,3.49,spe,eel-like,pointed,NA,1,non-guarder,NA,31000,NA,NA,60,NA
Myctophidae,Nannobrachium,ritteri,S,Nannobrachium ritteri,2,67,bathypelagic,generalist,3.37,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,14,0.32,12,5.5
Myctophidae,Nannobrachium,ritteri,S,Nannobrachium ritteri,3,67,bathypelagic,generalist,3.37,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,14,0.32,12,5.5
Myctophidae,Nannobrachium,ritteri,S,Nannobrachium ritteri,3,77,bathypelagic,generalist,3.37,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,14,0.32,12,5.5
Myctophidae,Nannobrachium,ritteri,S,Nannobrachium ritteri,65,61,bathypelagic,generalist,3.37,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,10,0.42,12,5.5
Pleuronectidae,Pleuronichthys,ritteri,S,Pleuronichthys ritteri,3,77,demersal,generalist,3.37,genus,flat,rounded,1.26,1.44,non-guarder,5.8,622929,27,0.2,30,27
Carangidae,Seriola,rivoliana,S,Seriola rivoliana,5,31,reef-associated,piscivorous,4.45,spe,compressiform,lunate,3.74,1.39,non-guarder,4,3031167,152,0.2,160,15
Carangidae,Seriola,rivoliana,S,Seriola rivoliana,6,21,reef-associated,piscivorous,4.45,spe,compressiform,lunate,3.74,1.39,non-guarder,4,3031167,150,0.21,160,15
Carangidae,Seriola,rivoliana,S,Seriola rivoliana,6,31,reef-associated,piscivorous,4.45,spe,compressiform,lunate,3.74,1.39,non-guarder,4,3031167,152,0.2,160,15
Carangidae,Seriola,rivoliana,S,Seriola rivoliana,7,21,reef-associated,piscivorous,4.45,spe,compressiform,lunate,3.74,1.39,non-guarder,4,719669,150,0.21,160,15
Bothidae,Bothus,robinsi,S,Bothus robinsi,5,31,demersal,benthivorous,3.72,spe,flat,rounded,1.22,0.7,non-guarder,1.7,50000,21,0.43,25,7
Bothidae,Bothus,robinsi,S,Bothus robinsi,6,31,demersal,benthivorous,3.72,spe,flat,rounded,1.22,0.7,non-guarder,1.7,50000,21,0.43,25,7
Opistognathidae,Opistognathus,robinsi,S,Opistognathus robinsi,5,31,demersal,generalist,3.65,genus,fusiform,rounded,1,0.65,bearer,NA,NA,NA,NA,13,NA
Melamphaidae,Scopeloberyx,robustus,S,Scopeloberyx robustus,8,21,bathypelagic,planktivorous,3.1,spe,fusiform,truncate,1.81,0.5,non-guarder,8,42700,18,0.11,7,8.5
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,1,61,demersal,generalist,3.65,spe,flat,rounded,1.43,2.01,non-guarder,7.6,620408,30,0.22,32,11
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,1,67,demersal,generalist,3.65,spe,flat,rounded,1.43,2.01,non-guarder,7.6,620408,30,0.22,32,11
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,54,61,demersal,generalist,3.65,spe,flat,rounded,1.43,2.01,non-guarder,7.6,620408,30,0.22,32,11
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,54,67,demersal,generalist,3.65,spe,flat,rounded,1.43,2.01,non-guarder,7.6,620408,30,0.22,32,11
Scombridae,Auxis,rochei rochei,S,Auxis rochei rochei,5,31,pelagic,piscivorous,4.27,spe,fusiform,forked,5.83,0.97,non-guarder,2,67000,45,0.35,66,5
Scombridae,Auxis,rochei rochei,S,Auxis rochei rochei,25,27,pelagic,piscivorous,4.27,spe,fusiform,forked,5.48,0.97,non-guarder,2,67000,45,0.35,66,5
Labridae,Symphodus,roissali,S,Symphodus roissali,24,27,reef-associated,benthivorous,3.47,spe,fusiform,truncate,1.05,0.83,guarder,1,160631,15,0.37,14,8
Labridae,Symphodus,roissali,S,Symphodus roissali,25,27,reef-associated,benthivorous,3.47,spe,fusiform,truncate,1.05,0.83,guarder,1,160631,15,0.37,14,8
Exocoetidae,Hirundichthys,rondeletii,S,Hirundichthys rondeletii,5,31,pelagic,generalist,3.29,genus,elongated,lunate,2.91,1.85,non-guarder,NA,13980,29,2.68,30,1
Embiotocidae,Zalembius,rosaceus,S,Zalembius rosaceus,3,21,demersal,benthivorous,3.31,family,compressiform,forked,1.6,0.25,bearer,2.1,20,31,0.19,20,3
Embiotocidae,Zalembius,rosaceus,S,Zalembius rosaceus,3,77,demersal,benthivorous,3.31,family,compressiform,forked,1.6,0.25,bearer,2.1,20,31,0.19,20,3
Liparidae,Paraliparis,rosaceus,S,Paraliparis rosaceus,3,67,bathydemersal,planktivorous,4.29,genus,elongated,rounded,0.33,1.6,non-guarder,3,428,23,0.35,40,9
Liparidae,Paraliparis,rosaceus,S,Paraliparis rosaceus,3,77,bathydemersal,planktivorous,4.29,genus,elongated,rounded,0.33,1.6,non-guarder,3,428,23,0.35,40,9
Sebastidae,Sebastes,rosaceus,S,Sebastes rosaceus,3,67,demersal,generalist,3.77,genus,fusiform,truncate,1.66,6.3,bearer,6,184500,41,0.12,32,18
Sebastidae,Sebastes,rosaceus,S,Sebastes rosaceus,3,77,demersal,generalist,3.77,genus,fusiform,truncate,1.66,6.3,bearer,6,184500,41,0.12,32,18
Parazenidae,Cyttopsis,rosea,S,Cyttopsis rosea,5,31,bathypelagic,generalist,4.01,spe,compressiform,rounded,1.07,NA,non-guarder,NA,NA,NA,NA,31,NA
Parazenidae,Cyttopsis,rosea,S,Cyttopsis rosea,6,21,bathypelagic,generalist,4.01,spe,compressiform,rounded,1.07,NA,non-guarder,NA,NA,NA,NA,31,NA
Parazenidae,Cyttopsis,rosea,S,Cyttopsis rosea,7,21,bathypelagic,generalist,4.01,spe,compressiform,rounded,1.07,NA,non-guarder,NA,NA,NA,NA,31,NA
Parazenidae,Cyttopsis,rosea,S,Cyttopsis rosea,8,21,bathypelagic,generalist,4.01,spe,compressiform,rounded,1.07,NA,non-guarder,NA,NA,NA,NA,31,NA
Parazenidae,Cyttopsis,rosea,S,Cyttopsis rosea,24,27,bathypelagic,generalist,4.01,spe,compressiform,rounded,1.07,NA,non-guarder,NA,NA,NA,NA,31,NA
Parazenidae,Cyttopsis,rosea,S,Cyttopsis rosea,25,27,bathypelagic,generalist,4.01,spe,compressiform,rounded,1.07,NA,non-guarder,NA,NA,NA,NA,31,NA
Sebastidae,Sebastes,rosenblatti,S,Sebastes rosenblatti,3,21,demersal,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,12,273000,57,0.06,48,50
Sebastidae,Sebastes,rosenblatti,S,Sebastes rosenblatti,3,77,demersal,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,12,273000,57,0.06,48,50
Scaridae,Cryptotomus,roseus,S,Cryptotomus roseus,5,31,reef-associated,herbivorous,2,spe,fusiform,rounded,1.11,1,non-guarder,3.7,87158,39,0.53,13,7
Triglidae,Prionotus,roseus,S,Prionotus roseus,5,31,demersal,benthivorous,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,20,14.6
Triglidae,Prionotus,roseus,S,Prionotus roseus,6,31,demersal,benthivorous,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,20,14.6
Zoarcidae,Lycodes,rossi,S,Lycodes rossi,20,27,demersal,benthivorous,3.54,spe,elongated,pointed,NA,5.6,guarder,3,30,21,0.21,33,13
Zoarcidae,Lycodes,rossi,S,Lycodes rossi,21,27,demersal,benthivorous,3.54,spe,elongated,pointed,NA,5.6,guarder,3,30,21,0.21,38,13
Syngnathidae,Syngnathus,rostellatus,S,Syngnathus rostellatus,22,27,demersal,planktivorous,3.69,spe,eel-like,rounded,0.87,1.41,bearer,1.5,100,20,0.75,19,3
Syngnathidae,Syngnathus,rostellatus,S,Syngnathus rostellatus,23,27,demersal,planktivorous,3.69,spe,eel-like,rounded,0.87,1.41,bearer,1.5,100,20,0.75,19,3
Syngnathidae,Syngnathus,rostellatus,S,Syngnathus rostellatus,24,27,demersal,planktivorous,3.69,spe,eel-like,rounded,0.87,1.41,bearer,1.5,100,20,0.75,19,3
Ogcocephalidae,Ogcocephalus,rostellum,S,Ogcocephalus rostellum,6,21,demersal,generalist,3.54,genus,short and/or deep,rounded,1.25,0.16,non-guarder,NA,50,15,0.3,19,NA
Ogcocephalidae,Ogcocephalus,rostellum,S,Ogcocephalus rostellum,6,31,demersal,generalist,3.54,genus,short and/or deep,rounded,1.25,0.16,non-guarder,NA,50,15,0.3,19,NA
Anguillidae,Anguilla,rostrata,S,Anguilla rostrata,6,31,demersal,generalist,3.83,spe,eel-like,pointed,NA,1.14,non-guarder,11,9190000,83,0.11,120,43
Anguillidae,Anguilla,rostrata,S,Anguilla rostrata,7,21,demersal,generalist,3.83,spe,eel-like,pointed,NA,1.14,non-guarder,11,10880000,83,0.11,120,43
Anguillidae,Anguilla,rostrata,S,Anguilla rostrata,8,21,demersal,generalist,3.83,spe,eel-like,pointed,NA,1.14,non-guarder,11,10880000,83,0.11,120,43
Moridae,Antimora,rostrata,S,Antimora rostrata,7,21,bathydemersal,benthivorous,3.58,spe,elongated,truncate,1.59,0.98,non-guarder,12.5,600000,64,0.09,80,25
Moridae,Antimora,rostrata,S,Antimora rostrata,8,21,bathydemersal,benthivorous,3.58,spe,elongated,truncate,1.59,0.98,non-guarder,12.5,600000,64,0.09,80,25
Moridae,Antimora,rostrata,S,Antimora rostrata,9,21,bathydemersal,benthivorous,3.58,spe,elongated,truncate,1.59,0.98,non-guarder,12.5,600000,64,0.09,80,25
Moridae,Antimora,rostrata,S,Antimora rostrata,18,21,bathydemersal,benthivorous,3.58,spe,elongated,truncate,1.59,0.98,non-guarder,12.5,600000,64,0.09,80,25
Tetraodontidae,Canthigaster,rostrata,S,Canthigaster rostrata,5,31,reef-associated,benthivorous,3.28,spe,short and/or deep,truncate,1.89,0.65,guarder,1,1150,30,0.51,12,3
Tetraodontidae,Canthigaster,rostrata,S,Canthigaster rostrata,6,31,reef-associated,benthivorous,3.28,spe,short and/or deep,truncate,1.89,0.65,guarder,1,1150,30,0.51,12,3
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,1,67,demersal,generalist,3.13,family,elongated,rounded,1.05,2.55,guarder,3.3,60882,43,0.11,25,10
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,2,67,demersal,generalist,3.13,family,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,25,10
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,3,67,demersal,generalist,3.13,family,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,25,10
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,65,61,demersal,generalist,3.13,family,elongated,rounded,1.05,2.55,guarder,3.3,60882,56,0.12,25,10
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,65,67,demersal,generalist,3.13,family,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,25,10
Callanthiidae,Callanthias,ruber,S,Callanthias ruber,25,27,demersal,generalist,3.8,spe,fusiform,forked,2.64,NA,non-guarder,NA,NA,NA,NA,60,NA
Carangidae,Caranx,ruber,S,Caranx ruber,5,31,reef-associated,generalist,4.28,spe,fusiform,lunate,4.23,1.14,non-guarder,3,900000,70,0.14,31,11
Carangidae,Caranx,ruber,S,Caranx ruber,6,31,pelagic,generalist,4.28,spe,fusiform,lunate,4.23,1.14,non-guarder,3,900000,70,0.14,31,11
Gobiidae,Risor,ruber,S,Risor ruber,5,31,reef-associated,generalist,3.11,family,fusiform,rounded,1.02,1.04,guarder,1.2,14445,5,1.2,3,5
Sebastidae,Sebastes,ruberrimus,S,Sebastes ruberrimus,1,67,reef-associated,generalist,4.43,spe,fusiform,truncate,1.23,6.3,bearer,7,2700000,66,0.04,69,118
Sebastidae,Sebastes,ruberrimus,S,Sebastes ruberrimus,2,67,reef-associated,generalist,4.43,spe,fusiform,truncate,1.23,6.3,bearer,7,2700000,66,0.04,69,118
Sebastidae,Sebastes,ruberrimus,S,Sebastes ruberrimus,3,67,reef-associated,generalist,4.43,spe,fusiform,truncate,1.23,6.3,bearer,7,2700000,66,0.04,69,118
Sebastidae,Sebastes,ruberrimus,S,Sebastes ruberrimus,3,77,reef-associated,generalist,4.43,spe,fusiform,truncate,1.23,6.3,bearer,7,2700000,65,0.04,69,118
Sebastidae,Sebastes,ruberrimus,S,Sebastes ruberrimus,65,61,reef-associated,generalist,4.43,spe,fusiform,truncate,1.23,6.3,bearer,7,2700000,65,0.04,69,118
Triglidae,Prionotus,rubio,S,Prionotus rubio,5,31,demersal,generalist,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,30,14.6
Triglidae,Prionotus,rubio,S,Prionotus rubio,6,21,demersal,generalist,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,30,11.9
Triglidae,Prionotus,rubio,S,Prionotus rubio,6,31,demersal,generalist,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,30,14.6
Triglidae,Prionotus,rubio,S,Prionotus rubio,7,21,demersal,generalist,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,30,11.9
Zoarcidae,Puzanovia,rubra,S,Puzanovia rubra,53,61,bathydemersal,generalist,3.57,family,eel-like,pointed,NA,5.6,guarder,3.5,1000,44,0.13,38,11
Zoarcidae,Puzanovia,rubra,S,Puzanovia rubra,65,67,bathydemersal,generalist,3.57,family,eel-like,pointed,NA,5.6,guarder,3.5,1000,25,0.31,38,11
Bythitidae,Cataetyx,rubrirostris,S,Cataetyx rubrirostris,3,67,bathydemersal,benthivorous,3.39,genus,elongated,rounded,0.65,1,bearer,NA,105,10,0.94,16,NA
Bythitidae,Cataetyx,rubrirostris,S,Cataetyx rubrirostris,3,77,bathydemersal,benthivorous,3.39,genus,elongated,rounded,0.65,1,bearer,NA,105,10,0.94,16,NA
Sebastidae,Sebastes,rubrivinctus,S,Sebastes rubrivinctus,3,21,demersal,generalist,3.77,genus,fusiform,truncate,1.39,6.3,bearer,6.5,358359,40,0.09,45,18
Sebastidae,Sebastes,rubrivinctus,S,Sebastes rubrivinctus,3,67,demersal,generalist,3.77,genus,fusiform,truncate,1.39,6.3,bearer,6.5,312120,41,0.12,45,18
Sebastidae,Sebastes,rubrivinctus,S,Sebastes rubrivinctus,3,77,demersal,generalist,3.77,genus,fusiform,truncate,1.39,6.3,bearer,6.5,312120,41,0.12,45,18
Bothidae,Arnoglossus,rueppelii,S,Arnoglossus rueppelii,25,27,demersal,benthivorous,4.03,spe,flat,rounded,1.28,0.7,non-guarder,1.5,50000,18,0.51,15,7
Holocentridae,Holocentrus,rufus,S,Holocentrus rufus,5,31,reef-associated,benthivorous,3.51,spe,fusiform,lunate,2.31,NA,non-guarder,NA,153069,29,0.94,23,NA
Holocentridae,Holocentrus,rufus,S,Holocentrus rufus,6,31,reef-associated,benthivorous,3.51,spe,fusiform,lunate,2.31,NA,non-guarder,NA,153069,29,0.94,23,NA
Sebastidae,Sebastes,rufus,S,Sebastes rufus,2,67,demersal,generalist,3.77,genus,fusiform,truncate,1.48,6.3,bearer,7,296500,48,0.11,54,53
Sebastidae,Sebastes,rufus,S,Sebastes rufus,3,67,demersal,generalist,3.77,genus,fusiform,truncate,1.48,6.3,bearer,7,296500,41,0.12,54,53
Sebastidae,Sebastes,rufus,S,Sebastes rufus,3,77,demersal,generalist,3.77,genus,fusiform,truncate,1.48,6.3,bearer,7,296500,41,0.12,54,53
Labridae,Ctenolabrus,rupestris,S,Ctenolabrus rupestris,22,27,reef-associated,benthivorous,3.58,spe,fusiform,rounded,1.16,0.86,non-guarder,2,160631,17,0.33,18,8
Labridae,Ctenolabrus,rupestris,S,Ctenolabrus rupestris,23,27,reef-associated,benthivorous,3.58,spe,fusiform,rounded,1.16,0.86,non-guarder,2,160631,20,0.41,18,8
Labridae,Ctenolabrus,rupestris,S,Ctenolabrus rupestris,24,27,reef-associated,benthivorous,3.58,spe,fusiform,rounded,1.16,0.86,non-guarder,2,160631,16,0.3,18,8
Labridae,Ctenolabrus,rupestris,S,Ctenolabrus rupestris,25,27,reef-associated,benthivorous,3.58,spe,fusiform,rounded,1.16,0.86,non-guarder,2,160631,17,0.33,18,8
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,7,21,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,108,0.09,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,8,21,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,108,0.09,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,9,21,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,31226,108,0.09,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,18,21,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,108,0.09,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,19,27,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,74,0.11,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,20,27,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,31226,74,0.11,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,21,27,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,31226,74,0.11,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,22,27,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,31226,74,0.11,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,24,27,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,31226,74,0.11,30,60
Macrouridae,Coryphaenoides,rupestris,S,Coryphaenoides rupestris,59,27,bathypelagic,generalist,3.54,spe,elongated,pointed,0.21,1.5,non-guarder,10,29976,74,0.11,30,60
Dasyatidae,Hypanus,sabinus,S,Hypanus sabinus,5,31,demersal,benthivorous,3.45,spe,flat,pointed,NA,100,bearer,4.5,2,127,0.28,61,16
Dasyatidae,Hypanus,sabinus,S,Hypanus sabinus,6,21,demersal,benthivorous,3.45,spe,flat,pointed,NA,100,bearer,4.5,2,125,0.28,61,16
Dasyatidae,Hypanus,sabinus,S,Hypanus sabinus,6,31,demersal,benthivorous,3.45,spe,flat,pointed,NA,100,bearer,4.5,2,127,0.28,61,16
Dasyatidae,Hypanus,sabinus,S,Hypanus sabinus,7,21,demersal,benthivorous,3.45,spe,flat,pointed,NA,100,bearer,4.5,2,127,0.28,61,16
Psychrolutidae,Cottunculus,sadko,S,Cottunculus sadko,20,27,demersal,benthivorous,4.14,genus,elongated,truncate,NA,3,non-guarder,4,375,NA,NA,29,12
Clupeidae,Sardinops,sagax,S,Sardinops sagax,2,67,pelagic,planktivorous,2.84,spe,fusiform,forked,2.51,1.69,non-guarder,2.8,47500,29,0.54,24,25
Clupeidae,Sardinops,sagax,S,Sardinops sagax,3,21,pelagic,planktivorous,2.84,spe,fusiform,forked,2.51,1.69,non-guarder,2.8,37500,28,0.43,24,25
Clupeidae,Sardinops,sagax,S,Sardinops sagax,3,67,pelagic,planktivorous,2.84,spe,fusiform,forked,2.51,1.69,non-guarder,2.8,47500,28,0.49,24,25
Clupeidae,Sardinops,sagax,S,Sardinops sagax,3,77,pelagic,planktivorous,2.84,spe,fusiform,forked,2.51,1.69,non-guarder,2.8,47500,28,0.49,24,25
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,1,61,benthopelagic,planktivorous,3.29,spe,eel-like,rounded,0.72,2.55,guarder,3,700,48,0.2,51,8
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,1,67,benthopelagic,planktivorous,3.29,spe,eel-like,rounded,0.72,2.55,guarder,3,700,48,0.2,51,8
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,2,21,benthopelagic,planktivorous,3.29,spe,eel-like,rounded,0.72,2.55,guarder,3,700,48,0.2,51,8
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,2,67,benthopelagic,planktivorous,3.29,spe,eel-like,rounded,0.72,2.55,guarder,3,700,48,0.2,51,8
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,54,61,benthopelagic,planktivorous,3.29,spe,eel-like,rounded,0.72,2.55,guarder,3,700,48,0.2,51,8
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,54,67,benthopelagic,planktivorous,3.29,spe,eel-like,rounded,0.72,2.55,guarder,3,700,48,0.2,51,8
Gadidae,Boreogadus,saida,S,Boreogadus saida,1,61,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,26,0.31,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,1,67,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,26,0.31,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,8,21,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,48500,26,0.31,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,9,21,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,48500,26,0.31,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,18,21,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,26,0.31,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,19,21,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,26,0.31,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,19,27,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,23,0.56,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,20,27,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,24,0.47,29,5
Gadidae,Boreogadus,saida,S,Boreogadus saida,21,27,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,23,0.56,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,54,61,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,32920,27,0.22,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,54,67,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,48500,27,0.22,23,7
Gadidae,Boreogadus,saida,S,Boreogadus saida,59,27,demersal,generalist,3.12,spe,fusiform,truncate,1.35,1.75,non-guarder,2,48500,23,0.56,23,7
